 Casos notificados (suspeitos/confirmados) de Dengue por local de residência - Minas Gerais
Notificações por Reg Saúde (CIR)/Municíp Res e Semana epidemiológica notific.
Período:2012
"Reg Saúde (CIR)/Municíp Res";"Em Branco";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
".....  SAO JOSE DO GOIABAL";-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  SANTO ANTONIO DO GRAMA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  URUCANIA";-;-;-;-;-;2;12;5;2;7;11;11;22;7;8;13;5;11;6;13;5;3;2;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;151
".....  ORATORIOS";-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;9
".....  PONTE NOVA";1;1;3;-;4;6;3;8;7;4;7;6;18;7;14;11;11;18;17;9;5;13;20;11;7;7;4;2;3;2;1;2;3;-;-;1;-;-;-;1;-;-;1;2;-;1;1;2;-;2;2;4;2;254
"31061 Viçosa";-;1;1;4;1;2;-;2;-;-;-;1;-;2;2;4;1;-;-;1;3;1;5;1;2;1;-;2;-;-;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;2;-;1;46
".....  PAULA CANDIDO";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  TEIXEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CAJURI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  VICOSA";-;1;1;4;1;2;-;1;-;-;-;1;-;2;2;4;1;-;-;1;2;1;4;1;2;1;-;2;-;-;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;2;-;1;43
"31062 Águas Formosas";-;30;2;4;3;3;1;1;1;4;-;1;1;-;-;2;1;3;1;7;4;2;5;1;-;10;13;10;11;7;6;5;5;7;5;15;3;3;-;3;19;4;9;15;14;6;4;9;12;18;20;39;77;426
".....  CRISOLITA";-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;-;-;1;2;1;-;2;2;3;-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;27
".....  SANTA HELENA DE MINAS";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;3
".....  UMBURATIBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  AGUAS FORMOSAS";-;27;1;3;2;1;1;1;1;4;-;-;1;-;-;1;1;1;1;4;2;-;3;-;-;9;11;8;10;5;4;2;5;7;2;15;3;3;-;1;6;4;8;3;8;4;1;3;10;13;11;29;68;308
".....  PAVAO";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;13;-;1;12;5;2;3;1;1;4;9;9;8;75
".....  BERTOPOLIS";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  FRONTEIRA DOS VALES";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  MACHACALIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;7
"31064 Araçuaí";-;112;1;2;5;4;3;1;-;2;2;1;1;-;1;3;1;1;2;2;-;1;1;2;-;2;1;1;-;-;1;1;4;3;1;-;1;-;1;-;4;1;-;-;4;7;1;13;32;22;224;251;426;1149
".....  ARACUAI";-;106;-;2;3;4;1;-;-;1;-;1;-;-;-;1;1;-;-;1;-;-;1;1;-;2;1;-;-;-;1;1;4;3;1;-;1;-;1;-;4;1;-;-;4;7;1;13;32;20;224;251;425;1120
".....  CORONEL MURTA";-;-;-;-;2;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6
".....  VIRGEM DA LAPA";-;-;-;-;-;-;2;1;-;-;-;-;1;-;1;1;-;1;2;1;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;15
".....  JENIPAPO DE MINAS";-;6;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"31065 Itaobim";-;6;5;4;1;5;5;2;-;2;3;1;4;2;1;2;1;2;3;1;-;1;2;1;1;1;1;2;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;1;-;-;-;1;2;2;2;71
".....  ITAOBIM";-;1;1;-;-;3;3;-;-;-;-;1;4;-;1;2;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;1;1;-;24
".....  ITINGA";-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  MEDINA";-;3;-;1;1;2;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;12
".....  PONTO DOS VOLANTES";-;-;3;-;-;-;-;-;-;2;-;-;-;1;-;-;1;2;3;1;-;1;2;1;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;23
".....  COMERCINHO";-;2;1;3;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"31066 Nanuque";-;2;1;-;3;-;2;1;1;3;-;2;2;4;2;-;4;6;3;7;4;4;2;-;2;1;-;2;2;4;2;5;-;3;5;4;1;3;1;-;2;-;-;-;-;-;-;-;1;-;2;3;-;96
".....  CARLOS CHAGAS";-;-;-;-;2;-;-;-;-;-;-;-;2;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;11
".....  SERRA DOS AIMORES";-;-;1;-;-;-;1;1;1;-;-;1;-;1;2;-;2;1;2;1;2;-;-;-;2;-;-;1;1;4;2;1;-;-;5;4;1;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;41
".....  NANUQUE";-;2;-;-;1;-;1;-;-;3;-;1;-;2;-;-;1;5;1;5;2;4;2;-;-;1;-;1;1;-;-;2;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;3;-;44
"31067 Padre Paraíso";-;-;1;1;-;-;-;1;-;-;1;-;-;-;1;1;1;-;-;-;1;-;-;-;-;1;-;-;1;1;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
".....  CARAI";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  CATUJI";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  PADRE PARAISO";-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"31068 Pedra azul";-;-;-;2;-;1;1;1;-;1;-;1;1;-;-;-;-;1;-;-;-;1;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
".....  DIVISA ALEGRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  PEDRA AZUL";-;-;-;2;-;1;1;1;-;1;-;1;1;-;-;-;-;1;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"31070 Araxá";-;15;17;25;40;38;28;24;27;24;41;39;48;47;30;67;55;70;57;48;30;39;18;10;18;10;6;8;2;9;4;1;1;4;-;2;-;-;1;2;3;1;4;2;1;-;2;1;1;1;3;2;-;926
".....  CAMPOS ALTOS";-;-;-;2;1;1;1;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;14
".....  ARAXA";-;14;12;20;35;33;24;23;24;22;40;39;47;45;27;63;54;67;53;48;29;36;14;9;15;9;5;6;2;7;4;1;1;3;-;2;-;-;-;2;1;1;3;2;-;-;2;1;-;1;1;1;-;848
".....  IBIA";-;-;2;-;-;1;1;-;-;1;-;-;-;-;1;-;-;-;-;-;1;2;3;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;17
".....  PERDIZES";-;1;2;-;1;1;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
".....  SANTA JULIANA";-;-;1;1;1;1;1;-;1;1;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
".....  PRATINHA";-;-;-;2;-;1;-;-;-;-;1;-;-;1;-;-;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
".....  PEDRINOPOLIS";-;-;-;-;2;-;1;1;-;-;-;-;1;-;-;1;-;2;2;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;2;-;-;16
"31071 Frutal/Iturama";35;7;5;4;8;10;7;12;5;18;36;29;34;48;68;43;52;49;21;35;7;11;23;18;23;16;19;9;8;1;5;6;6;5;6;4;2;2;5;-;3;2;4;4;2;3;3;1;4;6;17;17;4;772
".....  SAO FRANCISCO DE SALES";-;-;-;-;-;-;1;-;-;3;-;-;-;1;2;1;-;1;1;2;-;-;-;-;5;1;-;-;2;-;-;1;1;1;1;-;-;1;3;-;2;-;-;1;-;-;-;-;-;-;-;-;-;31
".....  UNIAO DE MINAS";-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;1;2;-;-;1;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
".....  ITURAMA";-;2;1;3;-;-;1;2;-;3;4;-;2;1;-;1;2;3;-;2;-;-;1;-;-;1;2;3;-;-;-;3;1;2;3;1;-;-;1;-;-;-;2;-;-;1;2;-;-;4;15;11;3;83
".....  LIMEIRA DO OESTE";-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;1;3;-;-;2;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;13
".....  FRONTEIRA";34;1;2;-;-;1;1;5;2;6;25;22;25;32;64;33;40;40;14;22;1;1;15;10;9;6;3;1;2;1;3;1;-;1;-;1;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;427
".....  FRUTAL";-;4;2;1;4;5;2;4;2;5;5;4;1;8;2;4;2;4;4;2;3;3;5;-;7;3;13;1;1;-;1;1;4;1;1;1;-;-;1;-;-;1;1;3;2;-;-;1;3;2;1;4;1;130
".....  PIRAJUBA";-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;1;-;-;2;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;13
".....  PLANURA";-;-;-;-;1;-;1;-;-;-;-;3;-;-;-;-;1;-;1;-;1;1;-;2;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
".....  CARNEIRINHO";-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;12
".....  COMENDADOR GOMES";-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;1;-;-;-;2;1;1;1;6;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;20
".....  ITAPAGIPE";1;-;-;-;-;-;-;-;-;-;1;-;5;4;-;1;-;-;1;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;18
"31072 Uberaba";-;72;42;46;54;56;61;90;85;126;99;142;198;139;168;177;261;288;205;224;178;218;136;112;132;125;57;69;69;51;48;28;44;25;30;21;16;29;24;19;24;19;30;31;42;67;37;60;66;112;147;113;128;4840
".....  SACRAMENTO";-;1;-;1;-;3;2;2;1;6;2;1;1;1;-;4;2;5;4;1;1;-;-;-;3;3;1;2;2;1;-;2;-;-;2;-;-;-;2;-;-;1;1;1;1;-;1;-;-;-;1;-;-;62
".....  UBERABA";-;64;37;42;47;48;57;88;82;115;92;135;190;133;159;158;230;254;184;196;159;209;127;105;125;122;54;63;60;47;48;24;43;25;27;20;15;28;21;19;23;18;29;29;38;61;33;57;55;96;129;101;120;4441
".....  CAMPO FLORIDO";-;1;-;-;1;1;1;-;-;-;1;-;1;-;1;-;-;1;-;1;1;-;-;1;1;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;18
".....  DELTA";-;2;-;1;-;-;-;-;-;2;3;3;1;-;-;-;-;1;1;2;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;2;1;-;-;-;-;1;1;-;26
".....  CONCEICAO DAS ALAGOAS";-;3;2;1;5;2;-;-;1;1;-;3;4;3;5;12;23;22;13;21;14;8;5;6;-;-;-;1;4;2;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;6;173
".....  AGUA COMPRIDA";-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  VERISSIMO";-;1;2;1;1;1;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3;2;3;10;16;15;8;1;68
".....  CONQUISTA";-;-;1;-;-;1;-;-;-;2;-;-;1;1;3;3;5;5;2;3;2;1;3;-;3;-;1;2;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;-;-;-;-;1;-;47
"31073 Ituiutaba";-;21;16;18;21;38;34;49;41;44;43;59;68;99;92;109;133;138;120;161;126;112;89;54;92;61;67;49;30;32;16;13;10;9;9;4;6;3;3;4;5;6;4;23;8;10;12;30;19;36;42;50;58;2396
".....  GURINHATA";-;-;-;1;-;1;-;1;5;2;3;2;3;1;-;-;-;-;1;-;1;1;2;1;7;3;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;39
".....  CENTRALINA";-;-;-;-;1;-;-;-;-;-;-;1;1;1;-;-;-;-;-;1;2;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;20;3;5;9;22;11;18;19;20;13;155
".....  CACHOEIRA DOURADA";-;4;-;-;-;1;-;-;-;-;1;4;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;2;-;-;2;4;4;-;5;33
".....  SANTA VITORIA";-;-;3;-;-;2;4;2;-;1;1;9;7;35;36;43;58;55;66;88;49;44;30;26;45;16;29;23;13;15;7;7;-;1;1;2;1;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;722
".....  CAPINOPOLIS";-;-;-;-;-;-;-;3;3;4;8;7;19;24;5;15;17;18;7;14;11;9;8;3;1;4;2;2;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;191
".....  IPIACU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;2;-;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
".....  CAMPINA VERDE";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;1;2;1;-;1;-;-;1;3;1;2;-;1;-;1;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
".....  CANAPOLIS";-;3;2;1;3;3;2;1;1;-;3;-;-;2;2;1;-;-;4;-;1;1;3;2;2;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;3;1;1;1;-;53
".....  ITUIUTABA";-;14;11;15;17;31;28;42;32;37;27;36;38;35;47;49;56;63;40;57;59;56;44;20;34;31;30;23;15;17;7;3;9;8;7;2;4;3;2;3;4;4;1;1;5;3;2;4;2;13;17;29;37;1174
"31074 Patrocínio/Monte Carmelo";-;8;3;3;5;8;1;3;3;3;3;13;10;13;4;4;4;7;4;5;-;7;7;3;7;8;6;4;-;1;3;4;2;-;1;2;-;1;3;1;2;1;-;2;1;-;-;-;1;1;1;-;1;174
".....  GRUPIARA";-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;11
".....  MONTE CARMELO";-;6;1;1;-;1;-;1;1;1;2;13;8;11;4;4;3;5;2;4;-;6;5;1;4;6;3;3;-;1;2;2;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;106
".....  IRAI DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  COROMANDEL";-;-;2;2;2;4;-;2;-;-;-;-;-;2;-;-;-;1;1;-;-;-;2;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
".....  DOURADOQUARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  ROMARIA";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  ABADIA DOS DOURADOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  PATROCINIO";-;1;-;-;1;2;1;-;2;2;-;-;2;-;-;-;1;1;-;-;-;-;-;2;-;1;2;-;-;-;-;1;-;-;-;1;-;1;-;1;2;1;-;-;1;-;-;-;1;1;1;-;-;29
"31075 Uberlândia/Araguari";-;40;34;45;48;47;26;28;37;36;35;24;32;49;29;33;42;37;31;24;27;41;34;20;33;24;18;15;9;5;9;6;13;2;14;11;8;10;13;10;13;8;15;24;17;20;9;17;22;46;42;46;48;1326
".....  PRATA";-;1;-;-;-;1;-;-;-;1;2;2;-;-;1;2;-;3;-;1;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;20
".....  NOVA PONTE";-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;7
".....  CASCALHO RICO";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  UBERLANDIA";-;38;28;35;34;34;15;23;25;20;25;18;28;39;25;25;33;32;28;20;22;38;28;12;26;23;15;14;7;5;5;5;13;2;12;11;8;10;12;10;11;6;12;24;11;19;9;11;16;11;16;18;17;984
".....  ARAGUARI";-;1;2;5;7;9;4;4;2;1;2;-;-;2;1;5;6;-;1;-;2;1;3;2;3;-;1;-;1;-;1;1;-;-;-;-;-;-;1;-;2;1;1;-;3;1;-;-;-;-;1;-;-;77
".....  TUPACIGUARA";-;-;-;2;-;1;2;-;-;1;1;-;-;1;-;1;2;1;1;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3;2;1;-;11;8;42
".....  INDIANOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  MONTE ALEGRE DE MINAS";-;-;-;-;3;-;1;1;1;-;-;-;-;-;1;-;-;-;-;-;1;2;1;4;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;2;4;34;23;17;23;123
".....  ARAPORA";-;-;4;3;4;2;4;-;8;12;5;3;4;7;-;-;1;1;-;3;-;-;1;-;4;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;70
"31076 Manga";-;3;5;-;-;1;2;-;3;1;3;14;7;5;12;7;19;13;7;6;4;4;3;2;6;7;2;2;5;2;1;3;1;3;-;2;3;-;2;-;3;1;-;2;-;-;-;8;12;39;30;10;12;277
".....  JUVENILIA";-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;5;7;30;27;9;9;92
".....  MANGA";-;2;3;-;-;1;2;-;1;-;-;-;-;-;7;-;1;-;-;1;-;-;-;1;2;1;2;1;2;1;1;-;1;2;-;-;3;-;-;-;2;-;-;-;-;-;-;1;3;2;-;-;-;43
".....  MONTALVANIA";-;-;2;-;-;-;-;-;1;1;3;13;7;5;5;7;18;12;6;5;4;4;3;1;4;6;-;1;3;1;-;3;-;1;-;2;-;-;-;-;1;-;-;2;-;-;-;2;2;7;3;1;3;139
".....  SAO JOAO DAS MISSOES";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"31077 João Pinheiro";-;-;3;1;1;2;1;-;-;2;1;1;1;-;-;3;1;-;4;3;4;1;2;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;36
".....  JOAO PINHEIRO";-;-;3;1;1;2;1;-;-;1;1;1;1;-;-;3;1;-;4;3;4;1;2;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;35
".....  BRASILANDIA DE MINAS";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"31078 Congonhas";-;1;6;8;3;1;1;1;-;1;2;2;4;2;-;1;1;-;1;3;1;2;2;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;48
".....  ENTRE RIOS DE MINAS";-;1;3;6;1;1;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
".....  OURO BRANCO";-;-;3;1;1;-;-;1;-;-;-;1;4;1;-;1;1;-;1;3;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
".....  DESTERRO DE ENTRE RIOS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
