 Casos notificados (suspeitos/confirmados) de Dengue por local de residência - Minas Gerais
Notificações por Reg Saúde (CIR)/Municíp Res e Semana epidemiológica notific.
Período:2011
"Reg Saúde (CIR)/Municíp Res";"Em Branco";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
"31040 Resplendor";-;5;10;9;18;23;34;41;20;21;10;19;31;47;33;31;21;24;36;49;41;44;60;12;17;9;22;10;5;5;2;10;6;5;2;2;4;2;3;4;-;5;9;17;2;9;5;21;14;15;12;9;35;900
".....  SANTA RITA DO ITUETO";-;1;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;6
".....  CONSELHEIRO PENA";-;3;6;6;5;6;8;6;7;3;2;5;7;9;10;15;6;7;7;4;3;6;8;5;3;4;4;2;2;1;-;-;-;3;-;-;-;-;-;-;-;1;-;2;-;1;-;1;2;-;1;-;2;173
".....  CUPARAQUE";-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;1;3;1;9;5;18;18;37;1;4;3;-;2;-;2;-;-;4;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;113
".....  GOIABEIRA";-;-;-;-;1;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  AIMORES";-;-;-;2;12;12;24;32;12;16;6;11;18;26;14;12;11;11;13;37;16;17;12;6;10;2;18;6;3;2;2;9;2;2;1;-;3;1;3;2;-;2;8;6;-;4;1;16;10;12;8;7;29;489
".....  RESPLENDOR";-;1;2;1;-;2;1;2;-;2;2;3;2;7;7;3;1;4;7;3;2;3;2;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;1;-;2;-;9;-;3;4;4;1;3;3;1;2;94
".....  ITUETA";-;-;1;-;-;-;1;1;-;-;-;-;3;2;1;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;2;1;-;-;-;-;-;1;2;20
"31041 Além Paraíba";-;3;8;-;4;10;6;14;18;34;16;37;42;34;25;51;18;23;21;32;22;13;7;12;6;3;7;3;-;1;-;1;1;1;-;-;-;2;-;-;1;1;1;2;-;2;2;1;1;1;-;-;-;487
".....  VOLTA GRANDE";-;-;-;-;-;-;1;-;-;-;2;-;2;2;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
".....  ESTRELA DALVA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  ALEM PARAIBA";-;2;6;-;3;8;3;13;14;26;12;29;37;26;22;45;16;20;21;30;19;11;7;10;6;3;7;2;-;1;-;1;1;1;-;-;-;2;-;-;1;1;1;2;-;2;-;-;1;1;-;-;-;413
".....  SANTO ANTONIO DO AVENTUREIRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  PIRAPETINGA";-;1;2;-;1;2;2;1;4;8;2;8;3;5;-;5;1;3;-;2;3;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;58
"31042 Carangola";-;5;2;3;-;5;2;5;6;5;1;3;30;41;26;42;23;56;39;37;22;8;7;6;1;-;-;-;-;-;-;-;-;2;1;1;-;2;-;-;1;-;-;1;-;-;-;-;-;-;1;1;-;385
".....  ORIZANIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  TOMBOS";-;1;2;3;-;1;-;1;1;1;1;2;21;34;24;37;23;54;39;34;22;6;7;6;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;324
".....  PEDRA BONITA";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  PEDRA DOURADA";-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  FERVEDOURO";-;2;-;-;-;2;1;2;2;2;-;-;3;7;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;25
".....  CARANGOLA";-;-;-;-;-;2;-;1;3;2;-;1;3;-;1;3;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;22
".....  ESPERA FELIZ";-;1;-;-;-;-;-;-;-;-;-;-;3;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"31044 Leopoldina/Cataguases";15;70;66;63;98;88;62;106;103;79;60;87;161;149;157;185;111;191;97;120;155;85;59;64;38;30;10;6;4;1;4;7;2;5;1;5;3;2;-;4;1;4;4;-;4;3;2;4;1;8;2;5;3;2594
".....  ASTOLFO DUTRA";-;-;-;-;-;-;-;-;1;7;2;5;5;4;-;1;3;2;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;35
".....  LEOPOLDINA";-;-;-;-;2;5;9;15;17;26;12;32;32;48;61;113;42;100;23;64;123;57;32;40;21;12;9;5;1;1;3;4;1;2;1;1;-;1;-;2;-;3;4;-;4;2;1;-;-;4;-;1;-;936
".....  CATAGUASES";1;-;-;2;-;7;5;32;30;16;19;13;33;63;77;52;45;70;56;41;27;23;20;18;13;16;1;-;2;-;1;1;-;2;-;2;1;1;-;2;1;-;-;-;-;-;1;3;-;1;1;-;2;701
".....  LARANJAL";-;-;-;-;-;1;-;-;8;13;14;24;27;12;8;2;2;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;116
".....  SANTANA DE CATAGUASES";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;3;3;-;1;-;1;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;3;-;20
".....  RECREIO";14;70;66;60;95;75;48;58;47;17;13;13;63;21;8;17;19;14;11;10;3;1;4;4;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;758
".....  DONA EUSEBIA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;-;-;1;2;3;1;2;-;-;1;-;-;-;2;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;20
".....  PALMA";-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  ITAMARATI DE MINAS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;5
"31045 Muriaé";-;1;1;-;4;11;7;12;13;6;2;11;6;13;20;18;36;90;32;27;25;21;10;4;-;2;1;4;2;-;1;3;2;2;2;1;-;1;-;-;1;1;2;7;1;1;2;2;-;4;1;-;1;414
".....  MIRAI";-;-;-;-;1;1;-;1;1;3;-;1;2;-;1;-;1;-;1;1;1;-;3;2;-;-;1;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;2;3;-;-;-;-;-;2;-;-;-;31
".....  BARAO DE MONTE ALTO";-;-;-;-;1;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  MIRADOURO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  MURIAE";-;1;1;-;2;9;6;11;12;3;2;7;4;12;16;18;35;90;30;26;24;20;6;2;-;1;-;3;1;-;1;3;1;1;1;-;-;1;-;-;-;1;-;4;-;-;1;1;-;1;1;-;-;359
".....  EUGENOPOLIS";-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;1;-;-;1;9
".....  ANTONIO PRADO DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;3
".....  SAO SEBASTIAO DA VARGEM ALEGRE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  PATROCINIO DO MURIAE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"31046 Santos Dumont";1;-;-;-;2;-;-;-;-;1;-;2;3;-;3;1;-;1;1;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
".....  SANTOS DUMONT";1;-;-;-;2;-;-;-;-;1;-;2;3;-;3;1;-;1;1;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
"31047 São João Nepomuceno/Bicas";9;2;4;6;1;5;5;11;9;11;7;25;42;33;30;40;35;51;49;36;32;17;16;13;9;1;8;1;2;2;-;4;3;4;1;1;-;1;2;2;2;-;-;-;1;2;1;-;-;1;1;1;-;539
".....  ROCHEDO DE MINAS";-;-;1;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  BICAS";2;-;1;-;-;1;-;2;-;1;3;1;7;10;1;8;5;5;1;5;5;3;4;2;1;-;-;-;-;1;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;74
".....  SENADOR CORTES";1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  MARIPA DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  SAO JOAO NEPOMUCENO";6;1;2;3;-;3;2;5;7;9;2;20;25;20;28;31;27;44;41;26;25;13;10;11;7;1;7;-;2;1;-;2;3;2;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;389
".....  MAR DE ESPANHA";-;1;-;2;-;1;-;1;1;-;-;3;5;2;1;-;2;1;4;4;1;1;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;2;1;-;-;-;1;1;1;-;-;1;-;-;-;41
".....  GUARARA";-;-;-;1;-;-;3;2;-;-;2;-;1;1;-;-;1;1;-;1;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
".....  PEQUERI";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  DESCOBERTO";-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"31048 Ubá";-;19;11;9;7;21;37;20;65;45;28;83;88;93;86;69;42;72;87;54;52;29;20;15;19;11;8;3;2;7;1;9;3;4;1;4;7;6;3;10;7;8;2;5;4;7;2;5;3;7;10;9;3;1222
".....  GUIDOVAL";-;-;-;-;1;6;13;10;23;27;16;33;31;31;33;29;17;27;36;27;21;8;6;8;4;4;1;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;417
".....  TABULEIRO";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  VISCONDE DO RIO BRANCO";-;9;3;6;4;5;7;2;9;6;1;16;19;20;19;9;8;22;19;13;9;9;4;3;-;1;2;-;-;2;-;3;2;3;-;1;-;1;-;1;4;3;-;2;1;3;-;1;-;-;2;3;1;258
".....  GUARANI";-;-;-;-;-;3;6;3;18;9;9;22;18;20;15;16;4;6;5;3;3;-;3;2;4;3;2;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;179
".....  GUIRICEMA";-;-;-;1;-;-;1;-;1;-;-;1;-;1;-;-;-;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;-;-;1;-;-;1;-;-;-;-;-;-;16
".....  COIMBRA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SAO GERALDO";-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;7
".....  TOCANTINS";-;1;-;-;-;-;2;-;1;-;1;1;1;4;4;-;-;2;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
".....  RODEIRO";-;-;-;-;-;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  ERVALIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
".....  PIRAUBA";-;-;-;-;-;-;1;-;1;-;-;1;2;-;-;4;4;5;5;2;1;3;1;-;1;1;1;-;-;1;-;2;-;-;-;-;-;1;1;2;-;1;-;-;-;-;-;1;-;-;-;-;-;42
".....  UBA";-;1;1;-;1;4;6;2;8;1;-;6;15;9;12;11;8;8;15;8;18;9;4;2;9;2;2;2;-;2;1;2;1;-;1;3;6;3;1;5;2;4;2;-;2;3;1;3;3;7;7;5;1;229
".....  DIVINESIA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  RIO POMBA";-;8;6;2;1;2;1;1;3;1;1;3;2;5;2;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;42
"31050 Coração de Jesus";-;-;-;-;-;-;1;4;-;-;1;6;-;2;2;9;4;7;11;6;7;6;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;73
".....  JEQUITAI";-;-;-;-;-;-;-;4;-;-;-;4;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
".....  CORACAO DE JESUS";-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3
".....  LAGOA DOS PATOS";-;-;-;-;-;-;-;-;-;-;1;1;-;2;2;8;4;6;11;6;7;5;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;59
"31051 Francisco Sá";-;-;-;1;2;1;3;-;3;8;3;11;21;12;16;23;21;13;13;12;6;5;2;3;1;-;1;2;-;2;-;-;-;1;-;2;-;-;2;-;-;-;1;-;-;2;2;-;2;2;-;1;-;200
".....  CAPITAO ENEAS";-;-;-;1;-;-;-;-;1;6;1;8;19;6;9;14;19;9;9;10;5;2;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;124
".....  JOSENOPOLIS";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  FRANCISCO SA";-;-;-;-;2;1;2;-;2;2;2;3;2;6;7;9;2;4;4;2;1;3;1;2;-;-;1;2;-;2;-;-;-;1;-;2;-;-;2;-;-;-;1;-;-;2;-;-;2;2;-;1;-;75
"31052 Janaúba/Monte Azul";-;5;16;18;12;8;9;13;5;2;10;5;11;17;15;9;9;19;11;18;12;9;4;7;3;3;2;1;-;-;-;4;2;2;-;-;1;1;1;1;1;2;1;1;-;7;1;4;2;-;2;6;11;303
".....  MAMONAS";-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  RIACHO DOS MACHADOS";-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  CATUTI";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;5;-;-;1;-;-;-;-;14
".....  MATO VERDE";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  JAIBA";-;-;-;2;1;-;4;2;-;1;-;-;-;-;-;-;-;6;5;1;2;2;2;5;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
".....  VERDELANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  MATIAS CARDOSO";-;1;-;2;1;-;1;1;1;1;-;-;-;1;3;1;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;1;-;-;1;1;24
".....  MONTE AZUL";-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;11
".....  NOVA PORTEIRINHA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;8
".....  PORTEIRINHA";-;-;-;-;1;-;-;3;-;-;1;1;-;2;2;3;2;3;-;5;2;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;1;-;1;-;-;-;-;-;33
".....  GAMELEIRAS";-;-;-;-;-;-;-;1;-;-;1;1;-;1;-;1;-;1;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;12
".....  ESPINOSA";-;-;-;-;-;-;2;3;1;-;6;-;3;1;4;-;3;3;3;6;3;1;-;-;1;2;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;47
".....  JANAUBA";-;4;16;14;7;7;1;2;2;-;2;2;6;9;5;2;1;3;2;3;4;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;2;6;105
"31053 Januária";-;4;8;6;10;34;14;16;13;14;-;17;13;13;11;7;1;9;10;4;6;3;2;-;1;-;1;2;1;-;-;1;-;-;-;-;1;-;-;-;1;1;2;-;1;3;2;1;2;-;-;-;3;238
".....  JANUARIA";-;-;1;1;2;5;7;9;5;7;-;8;4;6;5;4;-;5;1;1;3;1;2;-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;84
".....  PEDRAS DE MARIA DA CRUZ";-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  CONEGO MARINHO";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  ITACARAMBI";-;4;7;5;6;27;7;7;7;7;-;8;8;7;6;3;1;4;9;3;3;2;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;1;2;-;1;2;1;1;2;-;-;-;2;147
".....  BONITO DE MINAS";-;-;-;-;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"31055 Pirapora";-;12;13;14;14;8;4;5;6;2;3;5;12;17;14;8;9;7;2;1;5;2;-;1;1;-;2;1;1;-;1;2;1;1;2;1;1;1;1;1;1;-;1;-;1;3;3;1;1;4;-;5;5;206
".....  IBIAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
".....  LASSANCE";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  PIRAPORA";-;5;9;4;7;4;1;2;4;2;-;3;7;3;5;7;4;5;2;1;3;2;-;1;1;-;2;1;1;-;1;1;1;1;2;1;-;-;1;-;1;-;-;-;-;1;-;-;-;1;-;3;1;101
".....  SANTA FE DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  VARZEA DA PALMA";-;6;2;4;6;4;3;3;2;-;2;1;2;8;1;-;4;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;1;1;3;-;-;-;59
".....  BURITIZEIRO";-;1;2;6;-;-;-;-;-;-;1;1;2;6;7;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;2;2;-;-;-;-;2;4;41
"31057 Patos de Minas";-;8;16;17;16;22;32;31;28;40;30;38;52;66;61;55;61;101;76;80;67;50;37;32;21;6;4;10;10;5;5;5;3;1;3;5;2;8;3;5;4;6;8;5;8;5;2;4;2;10;5;4;5;1180
".....  PATOS DE MINAS";-;5;15;11;12;20;23;26;26;31;27;33;48;61;55;48;56;94;74;79;64;48;32;30;18;6;2;10;9;5;4;3;2;1;2;3;2;4;3;5;2;5;3;3;8;3;2;4;1;9;4;4;5;1050
".....  PRESIDENTE OLEGARIO";-;-;-;1;1;1;2;1;1;-;-;1;2;1;3;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
".....  LAGAMAR";-;1;-;2;1;-;3;1;1;3;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
".....  SAO GONCALO DO ABAETE";-;-;-;-;-;-;-;-;-;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;1;1;-;1;-;-;2;1;2;1;-;-;-;-;1;-;1;-;-;18
".....  GUARDA-MOR";-;1;-;1;1;-;2;2;-;1;-;-;1;-;1;-;-;3;-;1;2;1;2;2;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;26
".....  GUIMARANIA";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  LAGOA FORMOSA";-;-;1;-;1;1;1;-;-;-;-;-;-;1;1;3;2;-;1;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;21
